Date|Name|Symbol |Gains|Respective Rank|
2022-11-30|Bhandari Hosiery Exports Limited|BHANDARI|0.136752|6|
2022-11-30|Likhitha Infrastructure Limited|LIKHITHA|0.126499|7|
2022-11-30|Simplex Infrastructures Limited|SIMPLEXINF|0.115741|8|
2022-11-30|Isgec Heavy Engineering Limited|ISGEC|0.100953|9|
2022-11-30|Taj GVK Hotels & Resorts Limited|TAJGVK|0.100049|10|
2022-11-30|The State Trading Corporation of India Limited|STCINDIA|0.097978|11|
2022-11-30|Salasar Techno Engineering Limited|SALASAR|0.096124|12|
2022-11-30|DCM  Limited|DCM|0.091228|13|
2022-11-30|Rico Auto Industries Limited|RICOAUTO|0.090103|14|
2022-11-30|Varun Beverages Limited|VBL|0.085795|15|
2022-11-30|Go Fashion (India) Limited|GOCOLORS|0.084827|16|
2022-11-30|Housing & Urban Development Corporation Limited|HUDCO|0.084435|17|
2022-11-30|Mukand Limited|MUKANDLTD|0.083132|18|
2022-11-30|Sakar Healthcare Limited|SAKAR|0.0806|19|
2022-11-30|Morarjee Textiles Limited|MORARJEE|0.080189|20|
2022-11-30|AVRO INDIA LIMITED|AVROIND|0.078864|21|
2022-11-30|Euro India Fresh Foods Limited|EIFFL|0.078363|22|
2022-11-30|Lemon Tree Hotels Limited|LEMONTREE|0.077416|23|
2022-11-30|Esab India Limited|ESABINDIA|0.077313|24|
2022-11-30|Grauer & Weil (India) Limited|GRAUWEIL|0.073981|25|
2022-12-01|Premier Polyfilm Limited|PREMIERPOL|0.217871|1|
2022-12-01|Weizmann Limited|WEIZMANIND|0.161367|2|
2022-12-01|Sadbhav Engineering Limited|SADBHAV|0.15|3|
2022-12-01|HPL Electric & Power Limited|HPL|0.137443|4|
2022-12-01|Chemplast Sanmar Limited|CHEMPLASTS|0.121907|5|
2022-12-01|Axita Cotton Limited|AXITA|0.116667|6|
2022-12-01|Hindustan Motors Limited|HINDMOTORS|0.090909|7|
2022-12-01|Jaiprakash Associates Limited|JPASSOCIAT|0.080808|8|
2022-12-01|Maral Overseas Limited|MARALOVER|0.078295|9|
2022-12-01|L&T Technology Services Limited|LTTS|0.07544|10|
2022-12-01|Salasar Techno Engineering Limited|SALASAR|0.073204|11|
2022-12-01|Amj Land Holdings Limited|AMJLAND|0.069519|12|
2022-12-01|Orient Green Power Company Limited|GREENPOWER|0.068571|13|
2022-12-01|TV18 Broadcast Limited|TV18BRDCST|0.065421|14|
2022-12-01|Network18 Media & Investments Limited|NETWORK18|0.06454|15|
2022-12-01|Dhanlaxmi Bank Limited|DHANBANK|0.06383|16|
2022-12-01|Max Ventures and Industries Limited|MAXVIL|0.063272|17|
2022-12-01|Subex Limited|SUBEXLTD|0.060559|18|
2022-12-01|Sagar Cements Limited|SAGCEM|0.060275|19|
2022-12-01|Hatsun Agro Product Limited|HATSUN|0.060003|20|
2022-12-01|SIL Investments Limited|SILINV|0.059936|21|
2022-12-01|Faze Three Limited|FAZE3Q|0.059408|22|
2022-12-01|Timken India Limited|TIMKEN|0.057018|23|
2022-12-01|Ircon International Limited|IRCON|0.056732|24|
2022-12-01|Sakuma Exports Limited|SAKUMA|0.053156|25|
2022-12-02|Skipper Limited|SKIPPER|0.205882|1|
2022-12-02|Country Condo's Limited|COUNCODOS|0.195122|2|
2022-12-02|Bajaj Hindusthan Sugar Limited|BAJAJHIND|0.19469|3|
2022-12-02|Raymond Limited|RAYMOND|0.17438|4|
2022-12-02|Pearl Polymers Limited|PEARLPOLY|0.173494|5|
2022-12-02|Tokyo Plast International Limited|TOKYOPLAST|0.110822|6|
2022-12-02|Delta Manufacturing Limited|DELTAMAGNT|0.106546|7|
2022-12-02|Likhitha Infrastructure Limited|LIKHITHA|0.104646|8|
2022-12-02|Moksh Ornaments Limited|MOKSH|0.098814|9|
2022-12-02|Hindware Home Innovation Limited|HINDWAREAP|0.092815|10|
2022-12-02|Ramky Infrastructure Limited|RAMKY|0.091315|11|
2022-12-02|Hindustan Construction Company Limited|HCC|0.091176|12|
2022-12-02|Rico Auto Industries Limited|RICOAUTO|0.086255|13|
2022-12-02|Sakthi Sugars Limited|SAKHTISUG|0.081776|14|
2022-12-02|Mtar Technologies Limited|MTARTECH|0.081125|15|
2022-12-02|Nelcast Limited|NELCAST|0.079545|16|
2022-12-02|Aspinwall and Company Limited|ASPINWALL|0.07896|17|
2022-12-02|Airo Lam limited|AIROLAM|0.078522|18|
2022-12-02|Aarey Drugs & Pharmaceuticals Limited|AAREYDRUGS|0.076613|19|
2022-12-02|Rajshree Sugars & Chemicals Limited|RAJSREESUG|0.075294|20|
2022-12-02|Ace Integrated Solutions Limited|ACEINTEG|0.075167|21|
2022-12-02|Kothari Sugars And Chemicals Limited|KOTARISUG|0.072215|22|
2022-12-02|GE Power India Limited|GEPIL|0.071056|23|
2022-12-02|Pearl Global Industries Limited|PGIL|0.070337|24|
2022-12-02|HLE Glascoat Limited|HLEGLAS|0.069876|25|
2022-12-05|Yaari Digital Integrated Services Limited|YAARI|0.187919|1|
2022-12-05|SEPC Limited|SEPC|0.168675|2|
2022-12-05|Kaushalya Infrastructure Development Corporation Limited|KAUSHALYA|0.166667|3|
2022-12-05|Satin Creditcare Network Limited|SATIN|0.163501|4|
2022-12-05|Sadbhav Engineering Limited|SADBHAV|0.155556|5|
2022-12-05|Alpa Laboratories Limited|ALPA|0.147273|6|
2022-12-05|Country Condo's Limited|COUNCODOS|0.147059|7|
2022-12-05|Sharda Cropchem Limited|SHARDACROP|0.139931|8|
2022-12-05|Nagreeka Exports Limited|NAGREEKEXP|0.135231|9|
2022-12-05|GTL Infrastructure Limited|GTLINFRA|0.12|10|
2022-12-05|Indian Terrain Fashions Limited|INDTERRAIN|0.11987|11|
2022-12-05|JK Lakshmi Cement Limited|JKLAKSHMI|0.102598|12|
2022-12-05|The Hi-Tech Gears Limited|HITECHGEAR|0.101857|13|
2022-12-05|Tega Industries Limited|TEGA|0.1|14|
2022-12-05|GTL Limited|GTL|0.099338|15|
2022-12-05|Bajaj Hindusthan Sugar Limited|BAJAJHIND|0.094595|16|
2022-12-05|Tourism Finance Corporation of India Limited|TFCILTD|0.094231|17|
2022-12-05|TTK Healthcare Limited|TTKHLTCARE|0.092892|18|
2022-12-05|Kirloskar Electric Company Limited|KECL|0.091667|19|
2022-12-05|Tracxn Technologies Limited|TRACXN|0.091549|20|
2022-12-05|The Jammu & Kashmir Bank Limited|J&KBANK|0.090426|21|
2022-12-05|Donear Industries Limited|DONEAR|0.089541|22|
2022-12-05|Arvee Laboratories (India) Limited|ARVEE|0.085701|23|
2022-12-05|Advanced Enzyme Technologies Limited|ADVENZYMES|0.082658|24|
2022-12-05|Nectar Lifesciences Limited|NECLIFE|0.082547|25|
2022-12-06|Univastu India Limited|UNIVASTU|0.21218|1|
2022-12-06|Five-Star Business Finance Limited|FIVESTAR|0.207773|2|
2022-12-06|Punjab & Sind Bank|PSB|0.175197|3|
2022-12-06|Dhunseri Tea & Industries Limited|DTIL|0.171865|4|
2022-12-06|Tijaria Polypipes Limited|TIJARIA|0.161616|5|
2022-12-06|Sumeet Industries Limited|SUMEETINDS|0.137615|6|
2022-12-06|Jagsonpal Pharmaceuticals Limited|JAGSNPHARM|0.10861|7|
2022-12-06|Kothari Petrochemicals Limited|KOTHARIPET|0.102072|8|
2022-12-06|Jindal Stainless Limited|JSL|0.099777|9|
2022-12-06|PNC Infratech Limited|PNCINFRA|0.094961|10|
2022-12-06|Ponni Sugars (Erode) Limited|PONNIERODE|0.094705|11|
2022-12-06|Navkar Corporation Limited|NAVKARCORP|0.094068|12|
2022-12-06|Indbank Merchant Banking Services Limited|INDBANK|0.093863|13|
2022-12-06|TARC Limited|TARC|0.090703|14|
2022-12-06|Donear Industries Limited|DONEAR|0.088417|15|
2022-12-06|Tracxn Technologies Limited|TRACXN|0.0869|16|
2022-12-06|Zenith Steel Pipes & Industries Limited|ZENITHSTL|0.082474|17|
2022-12-06|DPSC Limited|DPSCLTD|0.081784|18|
2022-12-06|Somi Conveyor Beltings Limited|SOMICONVEY|0.078652|19|
2022-12-06|IDBI Bank Limited|IDBI|0.077064|20|
2022-12-06|NK Industries Limited|NKIND|0.076923|21|
2022-12-06|Equitas Small Finance Bank Limited|EQUITASBNK|0.074545|22|
2022-12-06|Refex Industries Limited|REFEX|0.074126|23|
2022-12-06|Gujarat Lease Financing Limited|GLFL|0.072727|24|
2022-12-06|Kaushalya Infrastructure Development Corporation Limited|KAUSHALYA|0.072|25|
2022-12-07|BLB Limited|BLBLIMITED|0.213918|1|
2022-12-07|HEC Infra Projects Limited|HECPROJECT|0.199362|2|
2022-12-07|Landmark Property Development Company Limited|LPDC|0.188525|3|
2022-12-07|Burnpur Cement Limited|BURNPUR|0.186275|4|
2022-12-07|Nitco Limited|NITCO|0.182203|5|
2022-12-07|Kanpur Plastipack Limited|KANPRPLA|0.171579|6|
2022-12-07|Raj Television Network Limited|RAJTV|0.169231|7|
2022-12-07|Next Mediaworks Limited|NEXTMEDIA|0.160714|8|
2022-12-07|Siti Networks Limited|SITINET|0.15625|9|
2022-12-07|Agri-Tech (India) Limited|AGRITECH|0.15537|10|
2022-12-07|Optiemus Infracom Limited|OPTIEMUS|0.148478|11|
2022-12-07|Wealth First Portfolio Managers Limited|WEALTH|0.142104|12|
2022-12-07|Mittal Life Style Limited|MITTAL|0.138528|13|
2022-12-07|Cubex Tubings Limited|CUBEXTUB|0.124675|14|
2022-12-07|Lasa Supergenerics Limited|LASA|0.116535|15|
2022-12-07|Gokul Agro Resources Limited|GOKULAGRO|0.114671|16|
2022-12-07|Hercules Hoists Limited|HERCULES|0.114433|17|
2022-12-07|Kanani Industries Limited|KANANIIND|0.11215|18|
2022-12-07|PPAP Automotive Limited|PPAP|0.110177|19|
2022-12-07|Gyscoal Alloys Limited|GAL|0.109091|20|
2022-12-07|Fertilizers and Chemicals Travancore Limited|FACT|0.10061|21|
2022-12-07|Hikal Limited|HIKAL|0.09632|22|
2022-12-07|Gujarat Ambuja Exports Limited|GAEL|0.083883|23|
2022-12-07|SECUREKLOUD TECHNOLOGIES LIMITED|SECURKLOUD|0.083866|24|
2022-12-07|GTL Limited|GTL|0.083333|25|
2022-12-08|Simplex Infrastructures Limited|SIMPLEXINF|0.14413|1|
2022-12-08|TruCap Finance Limited|TRU|0.141295|2|
2022-12-08|DiGiSPICE Technologies Limited|DIGISPICE|0.140039|3|
2022-12-08|Skipper Limited|SKIPPER|0.139757|4|
2022-12-08|Aurionpro Solutions Limited|AURIONPRO|0.138517|5|
2022-12-08|Crown Lifters Limited|CROWN|0.131953|6|
2022-12-08|Venky's (India) Limited|VENKEYS|0.120438|7|
2022-12-08|Optiemus Infracom Limited|OPTIEMUS|0.118966|8|
2022-12-08|Central Bank of India|CENTRALBK|0.107018|9|
2022-12-08|KEC International Limited|KEC|0.100987|10|
2022-12-08|Punjab & Sind Bank|PSB|0.097054|11|
2022-12-08|AAA Technologies Limited|AAATECH|0.093651|12|
2022-12-08|Uniinfo Telecom Services Limited|UNIINFO|0.089744|13|
2022-12-08|Chemplast Sanmar Limited|CHEMPLASTS|0.088088|14|
2022-12-08|Ind-Swift Laboratories Limited|INDSWFTLAB|0.08214|15|
2022-12-08|Karur Vysya Bank Limited|KARURVYSYA|0.081951|16|
2022-12-08|Energy Development Company Limited|ENERGYDEV|0.081585|17|
2022-12-08|The Jammu & Kashmir Bank Limited|J&KBANK|0.079685|18|
2022-12-08|Pricol Limited|PRICOLLTD|0.07748|19|
2022-12-08|PTL Enterprises Limited|PTL|0.077044|20|
2022-12-08|SEPC Limited|SEPC|0.076555|21|
2022-12-08|Navkar Corporation Limited|NAVKARCORP|0.075337|22|
2022-12-08|Madhav Copper Limited|MCL|0.072243|23|
2022-12-08|Bank of India|BANKINDIA|0.070513|24|
2022-12-08|Bharat Road Network Limited|BRNL|0.069057|25|
2022-12-09|Vaishali Pharma Limited|VAISHALI|0.184274|1|
2022-12-09|Yes Bank Limited|YESBANK|0.112994|2|
2022-12-09|Optiemus Infracom Limited|OPTIEMUS|0.110805|3|
2022-12-09|Sagardeep Alloys Limited|SAGARDEEP|0.105634|4|
2022-12-09|Cubex Tubings Limited|CUBEXTUB|0.102564|5|
2022-12-09|Rajdarshan Industries Limited|ARENTERP|0.098649|6|
2022-12-09|Lloyds Steels Industries Limited|LSIL|0.09434|7|
2022-12-09|Excel Realty N Infra Limited|EXCEL|0.090909|8|
2022-12-09|Sonam Clock Limited|SONAMCLOCK|0.08627|9|
2022-12-09|Kamat Hotels (I) Limited|KAMATHOTEL|0.081545|10|
2022-12-09|Kothari Products Limited|KOTHARIPRO|0.078843|11|
2022-12-09|TruCap Finance Limited|TRU|0.07033|12|
2022-12-09|Jayaswal Neco Industries Limited|JAYNECOIND|0.068441|13|
2022-12-09|Crown Lifters Limited|CROWN|0.066286|14|
2022-12-09|Heads UP Ventures Limited|HEADSUP|0.062257|15|
2022-12-09|JMC Projects (India)  Limited|JMCPROJECT|0.058777|16|
2022-12-09|GRM Overseas Limited|GRMOVER|0.055387|17|
2022-12-09|Dev Information Technology Limited|DEVIT|0.055372|18|
2022-12-09|Ace Integrated Solutions Limited|ACEINTEG|0.053903|19|
2022-12-09|Sanginita Chemicals Limited|SANGINITA|0.050343|20|
2022-12-09|Tracxn Technologies Limited|TRACXN|0.050269|21|
2022-12-09|Mahanagar Telephone Nigam Limited|MTNL|0.049587|22|
2022-12-09|Norben Tea & Exports Limited|NORBTEAEXP|0.046667|23|
2022-12-09|Supreme Infrastructure India Limited|SUPREMEINF|0.045131|24|
2022-12-09|AXISCADES Technologies Limited|AXISCADES|0.044417|25|
2022-12-12|BLB Limited|BLBLIMITED|0.148325|1|
2022-12-12|Creative Newtech Limited|CREATIVE|0.14789|2|
2022-12-12|Fertilizers and Chemicals Travancore Limited|FACT|0.125555|3|
2022-12-12|Madhav Copper Limited|MCL|0.123558|4|
2022-12-12|Dhanlaxmi Bank Limited|DHANBANK|0.104558|5|
2022-12-12|Suzlon Energy Limited|SUZLON|0.102151|6|
2022-12-12|Jindal Stainless Limited|JSL|0.100797|7|
2022-12-12|Salasar Techno Engineering Limited|SALASAR|0.1|8|
2022-12-12|SEPC Limited|SEPC|0.1|9|
2022-12-12|Rossell India Limited|ROSSELLIND|0.096238|10|
2022-12-12|Softtech Engineers Limited|SOFTTECH|0.095074|11|
2022-12-12|Jaiprakash Power Ventures Limited|JPPOWER|0.092105|12|
2022-12-12|HEC Infra Projects Limited|HECPROJECT|0.087571|13|
2022-12-12|Tembo Global Industries Limited|TEMBO|0.086818|14|
2022-12-12|Vinny Overseas Limited|VINNY|0.085729|15|
2022-12-12|Tips Films Limited|TIPSFILMS|0.08523|16|
2022-12-12|VA Tech Wabag Limited|WABAG|0.083395|17|
2022-12-12|Nelcast Limited|NELCAST|0.082613|18|
2022-12-12|Mangalam Global Enterprise Limited|MGEL|0.082583|19|
2022-12-12|National Fertilizers Limited|NFL|0.082403|20|
2022-12-12|SBC Exports Limited|SBC|0.081356|21|
2022-12-12|Total Transport Systems Limited|TOTAL|0.08121|22|
2022-12-12|Tracxn Technologies Limited|TRACXN|0.080388|23|
2022-12-12|Punjab & Sind Bank|PSB|0.079942|24|
2022-12-12|Indian Railway Finance Corporation Limited|IRFC|0.077419|25|
2022-12-13|Palash Securities Limited|PALASHSECU|0.216004|1|
2022-12-13|Siti Networks Limited|SITINET|0.2|2|
2022-12-13|UCO Bank|UCOBANK|0.185714|3|
2022-12-13|Indbank Merchant Banking Services Limited|INDBANK|0.177778|4|
2022-12-13|Central Bank of India|CENTRALBK|0.166421|5|
2022-12-13|Indian Overseas Bank|IOB|0.125912|6|
2022-12-13|Yes Bank Limited|YESBANK|0.113954|7|
2022-12-13|Sakuma Exports Limited|SAKUMA|0.113565|8|
2022-12-13|Housing & Urban Development Corporation Limited|HUDCO|0.104313|9|
2022-12-13|Arrow Greentech Limited|ARROWGREEN|0.099798|10|
2022-12-13|Seamec Limited|SEAMECLTD|0.098232|11|
2022-12-13|Vardhman Special Steels Limited|VSSL|0.096878|12|
2022-12-13|Dhanlaxmi Bank Limited|DHANBANK|0.093607|13|
2022-12-13|The Motor & General Finance Limited|MOTOGENFIN|0.092|14|
2022-12-13|Bank of Maharashtra|MAHABANK|0.091973|15|
2022-12-13|SECUREKLOUD TECHNOLOGIES LIMITED|SECURKLOUD|0.087402|16|
2022-12-13|Fino Payments Bank Limited|FINOPB|0.087284|17|
2022-12-13|Vardhman Acrylics Limited|VARDHACRLC|0.085478|18|
2022-12-13|Worth Peripherals Limited|WORTH|0.080995|19|
2022-12-13|Indian Bank|INDIANB|0.080882|20|
2022-12-13|The Byke Hospitality Ltd|BYKE|0.08042|21|
2022-12-13|United Drilling Tools Limited|UNIDT|0.079507|22|
2022-12-13|Genus Power Infrastructures Limited|GENUSPOWER|0.077457|23|
2022-12-13|Equitas Small Finance Bank Limited|EQUITASBNK|0.07719|24|
2022-12-13|Simplex Infrastructures Limited|SIMPLEXINF|0.074615|25|
